,locus_ID,20190709-RC1-AM-BOTTOMTPM,20190709-RC7-AM-BOTTOMTPM,20190716-RC1-AM-BOTTOMTPM,20190716-RC1-AM-TOPTPM,20190716-RC2-AM-BOTTOMTPM,20190716-RC7-AM-BOTTOMTPM,20190716-RC9-AM-BOTTOMTPM,20190723-RC1-AM-BOTTOMTPM,20190723-RC2-AM-BOTTOMTPM,20190723-RC7-AM-BOTTOMTPM,20190723-RC9-AM-BOTTOMTPM,20190730-RC1-AM-BOTTOMTPM,20190730-RC2-AM-BOTTOM-BUOYTPM,20190730-RC7-AM-BOTTOMTPM,20190730-RC9-AM-BOTTOMTPM
2683,NODE_14010_length_1721_cov_6.547419,76.106969,75.597669,0.0,160.666149,85.508741,33.567134,126.90985,222.76328,94.852147,310.994886,109.094672,108.521776,96.388237,184.653662,145.83405
2684,NODE_14099_length_1716_cov_4.857917,114.526093,113.759919,172.46382,322.363407,85.780111,33.673761,84.876553,223.47804,95.155681,110.114195,21.889095,54.434748,290.085781,105.854474,146.302217
2685,NODE_14096_length_1716_cov_5.776039,0.0,208.559851,229.95176,161.181703,57.186741,33.673761,127.31483,446.956081,237.889203,146.818927,131.334572,272.173738,145.04289,185.24533,73.151108
2686,NODE_14126_length_1715_cov_3.623494,229.199005,75.888588,230.097334,225.799296,114.446122,33.695168,0.0,89.448617,95.216622,275.46181,131.41909,108.939307,48.37845,0.0,109.797158
2687,NODE_14328_length_1702_cov_10.543412,269.645735,133.921652,116.00336,390.343239,259.647577,33.975953,171.283529,90.201596,192.032014,314.811354,154.615777,164.782606,341.478988,160.219162,184.536526
2688,NODE_14390_length_1698_cov_4.622033,154.482688,115.087728,58.150154,195.678496,0.0,68.126584,85.862937,361.743357,144.397019,259.927943,132.872726,330.41985,244.542319,80.317328,37.003199
2689,NODE_14512_length_1690_cov_8.277676,116.465816,192.81311,175.348181,426.183745,116.292622,171.196622,172.617454,136.361991,241.91477,223.955572,111.306646,276.785409,196.647685,134.560116,37.196491
2690,NODE_14535_length_1689_cov_5.804774,194.236223,19.293887,0.0,360.852529,174.551583,137.045826,129.547165,227.418401,217.865089,149.400964,89.103596,221.572723,245.968942,107.718293,111.662383
2691,k141_520427_length_1688_cov_9.0000,155.490334,135.14536,292.623427,229.783496,87.332189,102.850851,129.631348,273.080412,72.669024,112.123755,111.452438,277.146635,295.35418,188.630023,74.490259
2692,NODE_14815_length_1672_cov_7.217687,157.130197,136.571556,0.0,199.038473,117.659429,69.284256,87.328879,367.954329,171.347719,245.494935,157.685739,224.056591,198.967676,217.851716,112.916601
2693,NODE_15007_length_1661_cov_6.174969,118.708361,98.264039,59.560445,233.910823,88.882973,0.0,175.928528,277.985042,221.91178,114.132256,158.842162,225.693692,200.412592,164.582635,37.914426
2694,NODE_15166_length_1652_cov_6.322480,358.265965,79.084113,0.0,268.936853,119.216284,35.10095,88.491043,186.439537,223.24462,248.771991,114.143584,227.051039,302.415747,193.167886,190.714514
2695,NODE_15398_length_1640_cov_4.634069,120.386946,19.930886,120.783473,203.33565,150.212915,141.528495,178.406615,187.948854,75.015615,154.326498,46.027899,57.221609,50.807541,111.273953,38.451856
2696,NODE_15604_length_1630_cov_7.648889,161.604094,140.462619,182.387399,102.358414,181.465672,106.859698,179.611359,236.531767,226.571079,174.793369,115.85311,57.609689,358.049817,196.050111,193.565834
2697,NODE_15619_length_1629_cov_7.259848,161.713723,160.637678,182.50951,375.569296,211.852181,71.287706,269.599093,189.354024,151.149759,77.738601,185.491253,0.0,307.106827,56.052333,116.21848
2698,NODE_15650_length_1627_cov_6.273537,202.416783,160.856062,0.0,136.756566,121.221266,0.0,179.975961,568.835309,252.258203,175.149299,208.962365,404.089993,205.014423,56.12852,116.376762
2699,NODE_15743_length_1621_cov_5.237548,284.543237,100.946744,122.328215,102.988016,121.712537,107.50994,0.0,428.375777,101.315845,78.162456,69.940387,231.853958,308.772806,84.537491,116.854205
2700,NODE_15756_length_1620_cov_8.640256,162.707114,181.828242,183.615919,549.645065,30.448701,107.582678,0.0,476.29858,278.808567,312.863055,46.658884,116.006138,154.491163,253.785652,116.93416
2701,NODE_15764_length_1620_cov_4.318850,81.353557,181.828242,0.0,34.352817,0.0,71.721785,0.0,190.519432,50.692467,136.877586,46.658884,116.006138,308.982325,140.992029,77.956107
2702,NODE_15868_length_1615_cov_6.362821,163.26429,81.089469,61.412135,310.236211,30.551952,71.965232,272.173941,286.759651,152.597693,156.966788,187.277372,407.412463,155.0171,254.655109,39.111861
2703,NODE_15887_length_1614_cov_5.101347,122.532138,101.43135,0.0,137.977448,152.863429,72.01412,45.39329,191.304373,152.702179,98.171425,140.554702,349.450118,310.245436,56.628826,273.971127
2704,NODE_15953_length_1611_cov_3.962082,81.856393,81.312372,0.0,103.696719,30.635058,36.080592,45.486445,47.924819,204.021997,59.024115,93.897014,0.0,0.0,85.118325,78.439139
2705,NODE_16013_length_1607_cov_6.981314,246.24563,81.536505,0.0,554.575674,30.718617,108.537306,136.833743,240.28544,204.583476,217.017441,117.695963,117.045133,363.687543,85.3529,157.311494
2706,NODE_16054_length_1605_cov_6.802581,287.682796,142.885811,61.830016,242.962165,92.281705,217.371355,182.695625,288.740982,281.689893,217.316515,94.287189,58.603316,52.026597,170.941346,157.529001
2707,NODE_16247_length_1596_cov_7.186243,82.70841,102.699111,124.422,349.260843,30.950774,72.905601,137.87404,581.095471,309.215403,178.913954,71.158927,235.877859,314.0975,229.345862,79.257635
2708,NODE_16274_length_1595_cov_4.651299,82.765842,61.662283,0.0,209.702316,61.944108,109.433663,45.989799,193.833255,51.571653,99.465606,47.472368,177.031291,157.157155,143.440744,79.312809
2709,k141_164624_length_1588_cov_10.0000,166.340224,268.509253,62.553616,316.093042,186.730993,109.963408,46.213536,243.477356,181.381609,99.951053,119.26313,177.896378,421.120537,115.313361,39.850594
2710,NODE_16488_length_1585_cov_5.913072,166.689163,124.18749,125.366145,175.976378,31.186467,0.0,138.930275,292.786933,233.693669,140.224777,95.61152,297.116205,52.749831,173.333055,39.934402
2711,NODE_16525_length_1583_cov_8.079188,166.922604,145.088446,251.078698,317.201993,124.918827,0.0,139.124059,439.796659,130.011465,280.841992,47.873001,297.532485,528.232623,231.43455,79.98094
2712,NODE_16573_length_1581_cov_5.975754,125.367525,62.268025,125.713032,70.58839,125.092265,36.832769,0.0,244.674806,182.271072,120.529513,47.940432,119.179974,317.381387,144.849543,40.046696
2713,NODE_16673_length_1576_cov_4.408284,251.617234,166.632681,63.074675,141.674516,0.0,73.922383,46.602194,49.107473,78.390755,100.794364,240.549209,59.79974,318.491329,145.359415,0.0
2714,NODE_16685_length_1575_cov_6.654605,167.862944,83.375049,126.236978,425.323454,0.0,184.934917,93.269754,245.710607,183.04044,282.422793,96.287735,119.683735,106.238083,174.554185,120.648976
2715,NODE_16736_length_1572_cov_7.100857,168.218308,41.775836,63.250296,227.495071,157.348417,37.064576,0.0,295.478163,445.466945,202.157279,120.615586,419.780259,425.846517,262.385828,201.5084
2716,k141_9362_length_1567_cov_6.0000,126.610453,125.771571,63.471202,106.934506,0.0,111.583868,140.694011,247.105394,78.889897,121.723496,72.626725,300.9052,160.254456,58.514515,80.889492
2717,NODE_16873_length_1566_cov_3.840503,211.166963,125.860762,0.0,285.361183,31.602141,37.220742,46.931104,98.912342,184.206749,60.904843,48.45228,0.0,160.367333,87.834003,121.420443
2718,NODE_17012_length_1559_cov_7.955452,127.331826,147.570095,255.311518,250.938431,95.274271,187.023034,141.49235,298.219327,211.57052,244.832905,219.127056,242.096316,161.16195,264.81628,162.703105
2719,NODE_17269_length_1546_cov_5.375587,171.362338,63.835757,128.832217,289.472455,128.207331,0.0,47.603051,100.337276,186.852525,123.559492,196.607965,183.269808,271.09792,207.893918,82.113765
2720,NODE_17466_length_1538_cov_4.113958,172.353513,107.00874,64.783516,363.937907,161.176568,75.93453,0.0,302.756433,161.084776,186.410359,49.437567,61.443445,163.59376,59.74199,82.589959
2721,NODE_17600_length_1532_cov_6.172647,43.276113,64.485179,65.061833,182.763468,129.497235,114.393441,144.254938,557.476731,242.678891,104.012144,124.134842,123.422548,164.3021,0.0,82.950745
2722,NODE_17601_length_1532_cov_5.761679,129.828338,150.465417,260.247332,182.763468,161.871544,152.524587,96.169959,101.359406,53.928642,228.826717,49.653937,185.133821,602.441034,150.006019,207.376863
2723,NODE_17652_length_1530_cov_6.840678,173.35622,172.210755,130.310275,183.029851,64.841814,114.558267,192.618496,203.014253,162.021003,208.32659,149.179444,247.204278,164.539579,180.269157,124.607563
2724,NODE_17655_length_1530_cov_6.043390,0.0,129.158067,0.0,292.847761,129.683629,76.372178,96.309248,507.535634,216.028004,208.32659,99.452963,370.806418,54.846526,120.179438,83.071709
2725,NODE_17653_length_1530_cov_6.547797,173.35622,43.052689,0.0,256.241791,0.0,38.186089,48.154624,355.274943,135.017502,187.493931,24.863241,247.204278,164.539579,180.269157,0.0
2726,NODE_17854_length_1522_cov_5.749830,217.963328,194.871601,0.0,184.10319,163.043252,38.40745,48.435231,102.102342,135.806813,314.316958,100.037584,248.651525,220.661864,60.44152,125.338667
2727,NODE_18179_length_1508_cov_5.768754,176.174801,65.62976,264.797738,260.416997,32.942486,38.801071,48.934245,412.643756,219.536869,127.026511,126.346727,314.031757,111.465256,122.134371,42.212986
2728,NODE_18198_length_1507_cov_6.336777,88.152549,87.571111,66.247698,186.15001,98.89978,116.488488,97.940565,361.330878,137.311921,127.120377,101.152481,251.411294,390.415105,183.337116,168.977157
2729,NODE_648_length_12419_cov_6.300307,121.484118,69.951982,229.317574,245.801565,47.696011,38.855969,59.613261,170.412995,212.127857,222.071777,213.801225,76.192708,37.102917,37.040673,23.231693
2730,NODE_711_length_11670_cov_7.734137,134.561495,51.380956,173.309124,270.520236,62.516338,55.174024,86.575726,205.700227,209.786656,248.963138,212.928684,73.771756,59.271707,86.072992,74.229815
2731,NODE_761_length_11124_cov_6.316198,119.527227,56.635662,223.266037,247.345499,24.609031,48.264282,54.529723,133.375822,199.899027,196.015694,180.068601,54.210828,48.393108,30.11921,57.145663
2732,NODE_825_length_10530_cov_6.681527,132.114563,65.581204,131.124763,222.768298,34.688007,102.048175,38.433299,255.168138,193.43188,229.342075,226.491446,98.2538,43.852656,55.726506,60.418529
2733,NODE_861_length_10291_cov_5.924678,105.831941,72.964885,178.947501,242.893512,44.380948,52.225654,39.339006,158.086522,179.659603,192.324589,208.315656,58.666228,44.885783,52.966244,44.977199
2734,NODE_962_length_9418_cov_6.563174,167.275415,63.873728,156.621555,206.12455,29.13428,79.997101,100.436467,150.425968,192.577098,244.490969,250.022234,55.024793,16.370702,62.416731,73.826579
2735,NODE_966_length_9392_cov_6.301167,96.776683,86.472271,255.224896,195.825713,63.301676,57.301398,79.136351,143.30703,156.909246,167.59075,221.229222,73.572911,16.416738,49.179767,80.204
2736,NODE_1059_length_8826_cov_6.874587,103.09371,40.941026,167.290536,173.84366,62.240121,61.036131,68.97149,241.048909,180.007458,244.650372,223.896097,97.969594,69.94906,42.864695,131.448361
2737,NODE_1085_length_8723_cov_6.488348,194.754995,55.244328,264.526598,134.882889,41.991383,37.061256,46.533374,187.02648,195.183262,240.899348,178.886502,79.317923,44.243185,62.660036,113.074829
2738,NODE_1097_length_8657_cov_7.566496,112.152478,93.948569,266.57536,289.59067,79.344004,80.921786,46.894358,245.841918,209.811398,229.281968,228.349815,59.950272,53.503545,38.859378,73.734279
2739,NODE_1099_length_8637_cov_7.307854,133.495095,66.267859,235.13818,296.197686,47.718463,87.35171,70.507283,156.067128,175.255029,239.961748,244.950995,10.015273,35.753049,63.295395,60.470355
2740,NODE_1117_length_8544_cov_6.577335,177.598679,77.58193,216.126209,209.637693,32.16437,18.92541,23.762792,149.492686,217.067009,194.780681,227.367783,50.631545,36.148994,54.151418,81.521341
2741,NODE_1177_length_8225_cov_6.623378,155.079882,73.317272,89.859511,261.512848,61.294784,52.459488,82.338107,233.105958,202.620831,191.822195,215.258438,52.633094,18.788195,61.409588,49.434703
2742,NODE_1237_length_7951_cov_5.852330,122.308786,60.715503,151.14094,219.144048,28.838666,27.15008,59.660863,214.490296,200.207181,231.656749,192.245372,76.276301,87.515059,63.568056,51.172927
2743,NODE_1298_length_7691_cov_6.453510,126.52851,54.959178,180.394533,233.375441,47.730751,63.191628,61.717625,166.419812,187.388137,205.41241,235.044013,78.908096,40.235969,87.681842,75.627525
2744,NODE_1302_length_7671_cov_7.253283,190.297795,70.849852,96.465766,254.053541,71.786277,63.359489,88.402467,157.592656,177.997906,236.471351,262.862658,124.328418,30.257185,43.95759,90.994636
2745,NODE_1319_length_7612_cov_6.197697,103.893517,63.475984,145.840506,276.279987,60.294291,28.382185,26.730408,130.809398,119.60397,207.588195,173.584086,45.568064,30.496301,49.843585,68.786194
2746,NODE_1352_length_7483_cov_5.586430,146.384864,64.593527,160.767738,68.57205,85.895038,101.08325,99.735481,152.129115,116.637815,152.563585,176.642347,46.370288,124.130043,129.620546,54.442629
2747,NODE_1375_length_7416_cov_7.777476,123.112994,65.189625,262.091641,352.945681,18.575581,58.293892,100.655035,182.320899,261.01769,244.774573,286.176136,128.695037,104.395053,45.501459,54.945234
2748,NODE_1402_length_7323_cov_6.971106,133.024298,61.908298,214.91467,182.26852,43.904233,44.286631,46.345409,204.128045,181.453403,219.955467,213.854925,35.554061,10.574786,63.376301,47.707251
2749,NODE_1405_length_7308_cov_6.535365,191.62342,53.766385,202.695641,154.550754,18.855478,59.172443,46.442516,175.333943,233.786362,192.36361,238.115294,71.257248,21.19387,34.641389,39.839453
2750,NODE_1414_length_7256_cov_5.593390,83.924627,54.160159,165.892899,304.289429,31.655456,44.703722,65.495262,98.121325,183.165117,238.178109,196.685598,95.705462,32.02332,46.526779,56.183872
2751,NODE_1424_length_7238_cov_7.458304,243.999912,71.004831,191.899982,248.307114,50.77718,44.817119,65.661567,127.882008,204.61684,259.019154,201.995275,83.955109,53.507668,52.475655,112.653445
2752,NODE_1428_length_7226_cov_6.816344,151.705236,75.30919,256.299666,227.409076,38.147382,59.857382,28.188389,147.806672,183.942068,251.350567,216.791111,84.097597,75.037708,75.926814,40.301686
2753,NODE_1443_length_7167_cov_7.171400,161.48067,84.381033,206.760155,250.822355,44.87898,67.905108,47.375619,198.734422,137.792171,245.288793,286.630924,60.575185,54.048787,35.338026,81.281919
2754,NODE_1453_length_7148_cov_7.746511,136.353184,76.149292,194.36283,222.760787,64.286663,15.130947,57.005077,139.492214,217.877903,225.458862,272.796291,145.775473,54.195455,53.151071,57.052011
2755,NODE_1498_length_6998_cov_7.040472,121.924275,56.2024,211.851871,227.645757,32.84643,69.578953,87.380355,162.915561,179.208362,242.967331,233.977213,86.899835,66.458302,54.316247,83.290347
2756,NODE_1499_length_6994_cov_7.612336,174.279408,69.212647,158.981569,279.212915,26.292481,69.619571,68.002214,275.080868,228.216743,255.684036,234.114183,62.107617,33.248561,60.386687,66.67127
2757,NODE_1540_length_6882_cov_6.070456,177.180997,48.376032,148.15241,179.282251,66.823228,31.456198,79.009621,72.505122,149.152869,234.372313,227.88723,50.513398,90.137095,55.25295,84.727349
2758,NODE_1547_length_6866_cov_6.505359,115.44222,39.674767,202.506269,247.101065,33.4911,39.413811,29.699185,166.121266,249.180656,200.759206,238.583529,88.609217,11.293965,61.538547,67.943565
2759,NODE_1550_length_6855_cov_6.527647,418.053246,556.35878,135.225181,120.003357,167.729835,126.330863,79.32774,72.797424,11.092874,21.39242,10.169174,25.358488,45.249931,18.491877,8.506897
2760,NODE_1564_length_6827_cov_7.029533,142.913239,70.945259,217.265616,256.077758,87.584749,55.501247,39.830179,125.319518,150.382127,266.379024,168.496174,38.197374,56.799476,49.518631,42.713079
2761,NODE_1583_length_6755_cov_6.736567,117.383717,89.649134,164.721573,190.347444,27.2425,96.180893,70.462531,190.030796,208.326851,212.821558,196.144494,38.614106,45.934631,56.31624,86.358574
2762,NODE_1596_length_6723_cov_6.228254,136.102632,76.573075,179.315203,244.832299,41.062404,56.378331,80.920601,169.739579,186.710091,196.400432,238.595967,38.802253,34.6186,81.742038,60.745682
2763,NODE_1638_length_6603_cov_6.691662,138.635518,73.410184,98.345808,194.836499,62.737317,57.425437,92.728348,162.093584,144.078832,235.620109,174.355162,92.223687,35.261996,57.643907,35.358171
2764,NODE_1711_length_6406_cov_6.366871,123.937265,37.862009,144.907828,257.253792,28.759958,42.308163,42.510195,100.322494,184.286828,188.015298,163.504823,67.950253,36.371728,46.247221,36.473106
2765,NODE_1750_length_6296_cov_6.496876,174.679255,81.898142,176.994253,196.39795,58.547807,60.290156,64.90639,113.466998,114.972715,200.718135,199.723785,55.334006,98.726158,40.350594,27.8451
2766,NODE_1754_length_6290_cov_5.890297,135.994513,33.75575,162.403465,229.355133,21.976849,34.485139,86.626411,147.651422,181.713365,228.948963,216.57925,69.235159,74.116931,47.121737,65.035477
2767,NODE_1778_length_6246_cov_6.816669,195.68127,82.570525,237.923342,247.513615,44.270456,8.68343,65.438683,148.718494,219.630849,207.071628,268.486563,41.841205,62.209641,27.121237,56.147613
2768,NODE_1782_length_6232_cov_6.431439,127.485843,73.024213,223.565343,314.23985,51.767569,43.516959,65.589293,149.061258,158.987621,160.378443,291.531189,139.792017,62.352752,47.571517,46.897533
2769,NODE_1797_length_6214_cov_7.300861,206.55046,117.185892,194.330383,149.292864,37.086423,43.64596,65.783957,161.004614,202.391317,250.744238,208.05252,42.062204,37.522634,74.977343,56.444323
2770,NODE_1812_length_6159_cov_6.569790,178.665038,73.912208,135.764835,267.841974,14.970135,61.662881,44.257324,174.085894,253.758795,233.943299,215.634932,127.342651,100.975636,61.907106,28.480843
2771,NODE_1827_length_6133_cov_7.402764,99.690049,98.978292,196.954888,210.162064,60.140346,53.083274,133.348869,151.530933,229.99759,230.165456,267.867525,142.107276,50.707084,96.718816,95.349289
2772,NODE_1857_length_6049_cov_4.958458,111.221863,40.155645,169.021378,179.053288,45.746512,62.811156,22.54124,82.756964,145.008569,218.854706,184.979783,43.239821,51.428682,28.027817,9.670899
2773,NODE_1874_length_6007_cov_7.136929,254.591118,75.832285,139.279417,206.101688,53.753029,45.186394,34.054285,166.702374,215.898581,220.425094,232.885961,72.583637,90.645167,56.457986,48.701746
2774,NODE_1886_length_5967_cov_5.970230,112.791035,45.812558,218.142957,198.87413,23.195166,63.695358,45.717895,143.871603,198.203141,217.009759,216.903651,73.083225,26.076595,21.317469,9.807426
2775,NODE_1898_length_5938_cov_5.606833,103.051489,56.273956,125.276103,199.871908,38.851986,36.579458,57.433655,120.49451,160.642596,148.703018,188.534056,58.759798,52.414328,49.99022,19.713274
2776,NODE_1947_length_5829_cov_6.791306,115.534228,78.211589,191.511634,283.427391,7.919289,55.92083,93.657345,184.21554,209.571605,207.130675,156.129806,29.944352,93.484448,65.507974,40.184416
2777,NODE_1998_length_5756_cov_6.457113,127.680002,47.538664,210.165551,161.506836,24.066714,28.323987,23.719185,199.058823,112.785608,204.711883,164.250259,75.83666,54.114842,51.614771,61.062724
2778,NODE_2011_length_5727_cov_5.889633,128.344512,47.786121,162.504262,180.386487,8.063882,66.432468,59.606259,175.083426,153.386266,205.777083,165.106049,106.723954,27.198024,44.471513,61.38073
2779,NODE_2015_length_5715_cov_5.982862,128.621509,85.136484,195.42451,225.970009,16.162482,38.04315,83.628678,137.862597,187.134018,206.221105,239.001798,45.837564,40.884949,81.707091,30.756645
2780,NODE_2039_length_5653_cov_5.775634,119.232597,43.048351,214.088816,219.378755,8.172132,76.94228,72.489205,126.743647,168.967621,166.836872,223.107658,61.80602,13.781757,75.116891,72.575308
2781,NODE_2047_length_5649_cov_5.718627,119.319405,80.774434,148.322861,182.9488,40.890331,48.123854,24.180642,114.152373,196.145106,224.350233,192.260515,61.851023,27.58355,30.068635,41.501818
2782,NODE_2057_length_5635_cov_6.048208,65.24958,64.784659,148.700437,220.099712,40.994519,77.19441,12.121176,190.740244,189.865174,204.000164,167.88098,93.013578,27.653907,15.07273,31.205934
2783,NODE_2068_length_5615_cov_6.539209,152.806697,70.440503,165.825753,239.315216,41.144285,77.476499,97.324223,216.964506,210.977658,215.247103,187.21846,62.236213,13.877521,60.511788,31.320315
2784,NODE_2095_length_5568_cov_6.487938,132.114396,43.724443,167.260388,185.687863,74.70104,19.536899,24.542089,154.481861,178.485002,222.411117,201.435593,15.694162,69.989115,68.66691,73.71569
2785,NODE_2135_length_5504_cov_6.936686,122.553836,49.778643,186.179756,197.306297,41.995784,49.425215,62.088523,195.413931,215.354575,246.506995,216.589012,79.409795,42.495097,61.767631,42.62758
2786,NODE_2156_length_5478_cov_6.452886,111.956758,77.811726,170.078005,188.829087,75.960636,99.332081,74.86975,144.003864,132.636045,231.555714,224.049559,31.919083,0.0,62.069364,42.83593
2787,NODE_2172_length_5441_cov_6.884144,338.221193,576.479719,68.505635,76.060609,144.482768,130.033353,175.917535,39.548823,35.148471,10.845401,58.016475,16.071263,43.000731,23.438952,0.0
2788,NODE_2194_length_5414_cov_7.375257,181.310722,78.758818,189.354109,267.57961,76.882506,40.215169,37.889935,172.258548,190.775927,179.867636,239.738128,96.922692,14.407044,39.265502,86.715148
2789,NODE_2212_length_5378_cov_5.502724,114.100249,96.294993,190.654368,153.957097,17.202435,50.614582,50.867736,173.446468,199.204963,225.011839,182.675383,48.795403,14.506181,31.628937,54.570775
2790,NODE_2211_length_5378_cov_6.342100,114.100249,45.315291,86.661076,163.579416,60.208523,80.983331,38.150802,173.446468,163.632648,285.380869,189.199504,65.060538,29.012362,47.443406,65.48493
2791,NODE_2219_length_5364_cov_7.074967,148.728976,51.11674,121.650365,260.501239,34.497082,40.600221,63.755372,173.912873,235.408102,165.085205,248.583684,32.617708,0.0,55.499419,76.604558
2792,NODE_2234_length_5345_cov_6.059924,195.203735,85.506506,261.630078,261.455421,77.901795,50.935601,25.595404,187.976793,193.311542,187.781338,210.100874,0.0,29.196524,39.787584,109.835983
2793,NODE_2235_length_5344_cov_6.026092,103.363069,39.910727,139.562831,203.393427,69.259348,30.567236,76.800992,147.724529,214.831983,209.913696,223.275249,0.0,58.404282,55.713354,76.900015
2794,NODE_2256_length_5316_cov_6.445163,173.20639,40.127291,35.079284,204.497499,34.817024,40.976872,38.608594,243.043197,273.596432,161.0662,217.885425,32.9211,88.080913,64.017883,55.226789
2795,NODE_2260_length_5300_cov_6.238322,92.66401,46.0024,193.533779,214.902073,43.656243,30.827985,116.185568,148.98853,166.112673,250.707357,105.970332,66.046978,14.725727,48.162741,66.478381
2796,NODE_2318_length_5209_cov_6.627086,82.540886,81.953966,143.276357,318.216223,44.440048,41.842174,39.425042,261.979908,198.511933,209.847843,155.078482,50.427234,14.990415,73.545048,45.11746
2797,NODE_2348_length_5174_cov_7.316273,106.864037,53.052152,162.305556,290.395621,44.749058,105.33301,52.932869,166.615456,185.088754,268.421888,305.532847,84.631541,30.189539,82.286634,68.148459
2798,NODE_2352_length_5169_cov_5.548103,166.398711,53.105065,198.570507,140.330868,35.834843,126.525332,39.739194,152.883221,140.807687,268.689493,258.263112,33.886378,30.219592,16.47374,34.108232
2799,NODE_2370_length_5145_cov_6.783301,131.37065,71.147364,163.245123,211.509279,63.011717,42.377428,66.550167,195.514999,193.610669,252.7486,191.215518,51.074064,60.729367,33.105962,22.848263
2800,NODE_2376_length_5139_cov_5.843627,107.61447,35.616515,90.800486,272.268062,9.012479,31.821233,39.978113,97.875249,186.388154,189.789596,218.795422,51.135556,60.802349,8.286455,80.06526
2801,NODE_2404_length_5108_cov_5.377993,84.223998,47.785962,91.36655,202.943045,36.274888,53.366456,67.046723,168.836857,150.043506,133.10529,213.286305,68.607517,15.295558,41.691623,103.585795
2802,NODE_2409_length_5103_cov_6.982567,144.529894,23.917129,274.375537,243.777884,36.311437,53.420242,53.691515,197.175488,225.292622,231.721321,185.953441,120.184493,91.865922,66.774013,23.042343
2803,NODE_2412_length_5097_cov_6.553550,144.705362,59.865428,164.824401,193.225265,72.710786,21.393971,40.317468,112.808575,127.820771,232.002578,234.448236,34.380121,45.988629,8.356886,34.605507
2804,NODE_2482_length_4995_cov_6.123482,73.877436,55.014549,243.076825,176.531341,37.119272,0.0,54.88814,201.577719,153.545532,165.823428,197.149071,70.209477,15.652023,59.731158,58.892207
2805,NODE_2519_length_4956_cov_5.031014,124.129253,30.81196,150.795926,94.2174,28.064921,11.010293,41.500101,145.154368,131.573583,155.229386,170.359374,0.0,63.115753,34.409388,23.748382
2806,NODE_2532_length_4944_cov_5.535079,149.328338,74.134034,207.861831,262.371175,65.648409,11.037807,27.735975,87.310975,147.421192,215.47142,199.251259,17.739312,0.0,25.871714,47.615866
2807,NODE_2552_length_4917_cov_5.399630,112.631246,37.277221,133.022623,242.750894,47.156784,0.0,55.786083,131.709448,124.847829,150.481107,171.756373,71.35961,63.631716,52.036841,11.97151
2808,NODE_2557_length_4909_cov_7.025958,125.356419,62.233269,152.280632,222.01532,56.683078,33.356541,83.819765,234.544379,211.035135,229.116088,272.405808,107.21956,31.869299,34.749613,35.975012
2809,NODE_2627_length_4824_cov_6.726148,178.693905,57.0298,251.942167,183.000615,38.474539,56.603518,42.671902,164.186526,183.042406,257.842486,262.772972,109.17173,64.896808,53.073465,73.260871
2810,NODE_2631_length_4823_cov_7.007341,229.798523,63.380021,96.921505,215.340991,28.862067,56.61561,56.908043,179.150967,222.881955,264.038129,240.926893,36.398373,129.82137,44.237364,73.276577
2811,NODE_2705_length_4745_cov_7.701919,155.802338,51.565814,216.835366,240.902884,48.918314,57.574979,57.873873,212.56334,161.90592,193.586936,230.176413,74.033955,49.508738,26.99352,37.261375
2812,NODE_2707_length_4744_cov_7.543826,142.849931,45.129921,118.2995,186.192819,58.714729,126.692477,101.301319,227.796094,242.911785,181.136909,245.079969,148.10018,66.026008,35.999204,49.692668
2813,NODE_2730_length_4710_cov_5.764339,104.666316,51.962113,158.904987,165.514836,98.586006,46.412891,29.158998,168.298125,195.779501,195.074019,172.090022,0.0,49.888429,63.468906,50.063875
2814,NODE_2749_length_4691_cov_6.497196,157.657085,71.747236,239.351594,188.369701,19.799528,34.955058,29.280979,169.003496,188.407664,170.614655,210.379613,56.18656,100.193993,18.20994,12.568435
2815,NODE_2784_length_4655_cov_4.230000,79.459156,59.171991,140.733891,156.369788,19.957415,0.0,59.029843,77.434697,156.885839,127.391992,174.196189,18.878701,33.664665,9.177819,12.669061
2816,NODE_2854_length_4586_cov_6.544030,201.741182,80.1248,204.165367,181.492961,20.26718,59.634908,14.986962,141.554252,117.399636,226.406578,299.982094,57.518151,0.0,27.962264,102.932006
2817,NODE_2861_length_4582_cov_5.650983,148.077204,80.197211,224.783929,147.596355,10.142716,35.81318,45.001455,47.22741,226.618092,148.915858,200.16901,57.570127,17.109347,0.0,38.634406
2818,NODE_2869_length_4575_cov_6.506416,188.760358,100.405306,122.802736,204.688044,101.587271,59.782884,75.12105,204.976418,142.911363,272.363846,169.642386,57.661313,51.40917,65.407677,38.69564
2819,NODE_2907_length_4525_cov_4.670917,122.734309,40.621733,227.702795,253.038523,10.274575,48.37189,45.587644,143.531398,153.048662,144.298647,202.783546,58.321131,17.332068,37.80351,52.184983
2820,NODE_2977_length_4453_cov_7.676444,180.252657,55.069816,189.409043,198.807422,83.568927,12.294941,108.150666,227.01364,216.127305,213.403962,237.906211,98.830407,52.86548,57.655313,39.794923
2821,NODE_2989_length_4435_cov_5.463014,153.162909,55.301464,211.335544,164.412769,62.939399,24.692983,15.514983,130.267983,112.85869,160.725893,175.199328,39.69844,0.0,38.598546,53.283229
2822,NODE_3035_length_4385_cov_5.111547,140.884818,76.938506,106.911036,130.709445,42.453881,49.967929,62.792486,181.237065,96.624217,94.864676,185.331096,140.587111,89.52263,68.345994,40.435182
